Robot,IP,Status,Version,OS Major,OS Minor,OS Description,Port,Domain
gvecsl8810ats,10.194.85.59,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8900ipm,10.195.17.2,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.21.1.el8_8.x86_64 #1 SMP Thu Jul 20 08:38:27 EDT 2023 x86_64,48000,Givaudan
gvecsl8920ips,10.195.16.12,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8933ads,10.194.228.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8950aps,10.195.35.15,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8951aps,10.195.35.16,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8952aps,10.195.35.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8960its,10.194.214.11,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8971its,10.194.85.62,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8972its,10.194.85.60,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8980its,10.194.214.13,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl8986its,10.194.215.18,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 5.14.0-284.11.1.el9_2.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Apr 12 10:45:03 EDT 2023 x86_64,48000,Givaudan
gvecsl9005sps,10.70.172.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9012sps,10.70.172.183,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9013sps,10.70.172.186,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9014sps,10.70.172.182,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9015sps,10.70.172.184,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9018apy,10.65.206.107,OK,"9.20HF15 [Build 9.20HF15.1319, May 27 2020]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9019apy,10.65.231.107,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9031sbs,10.70.172.177,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9032sbs,10.70.172.178,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9061sds,10.70.172.175,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9070sss,10.70.172.174,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9078aty,10.65.215.117,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9079aty,10.65.231.117,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9084sds,10.70.173.102,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9107sps,10.70.172.246,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9108sps,10.70.172.123,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9109sps,10.70.172.7,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9136sqs,10.70.172.90,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9137sqs,10.70.172.91,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9138sbs,10.194.82.20,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9141sps,10.70.172.134,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9142sds,10.194.225.17,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9143sbs,10.194.82.19,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9161sts,10.70.172.87,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9182sds,10.70.172.66,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9189sss,10.195.65.7,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9191sss,10.70.172.67,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9201ads,10.70.173.19,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9203aqs,10.70.173.97,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9204abs,10.70.172.217,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9205ars,10.70.173.63,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9206aps,10.70.173.64,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9207ads,10.70.172.121,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9211sps,10.70.172.179,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9230sbs,10.70.172.172,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9270sds,10.70.172.173,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9301sps,10.70.172.78,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9320sbs,10.70.172.83,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9331sqs,10.70.172.92,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9382sds,10.70.172.99,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9393sss,10.70.172.68,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9404sps,10.70.173.106,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9405sps,10.70.173.104,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9406sps,10.70.173.107,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9407sps,10.70.173.105,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9425sps,10.70.173.68,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9430sqs,10.70.172.69,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9431sqs,10.70.172.93,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9432sbs,10.70.172.251,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9433sbs,10.70.172.88,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9445sbs,10.70.173.67,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9474sds,10.70.173.66,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9482sds,10.70.172.70,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9496sss,10.70.172.120,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9497sss,10.70.172.35,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9592sss,10.70.172.122,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9601sps,10.70.70.98,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9620sbs,10.194.82.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9683sds,10.194.225.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9692sss,10.195.80.2,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9701sps,10.70.172.80,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9721sbs,10.70.172.101,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9730sqs,10.70.172.95,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9782sds,10.70.172.72,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9791sss,10.70.172.74,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9801sps,10.70.172.81,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9820sbs,10.70.172.86,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9830sqs,10.70.172.96,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9883sds,10.70.172.102,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9892sss,10.70.172.75,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9990sts,10.195.80.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9c00sps,10.70.173.116,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c01sps,10.70.173.114,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c02sps,10.70.173.117,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c03sps,10.70.173.115,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c04sps,10.70.173.111,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c05sps,10.70.173.108,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c06sps,10.70.173.112,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c07sps,10.70.173.109,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c08sps,10.70.173.113,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c09sps,10.70.173.110,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c30sbs,10.70.173.100,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c31sbs,10.70.173.98,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c32sbs,10.70.173.101,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9c33sbs,10.70.173.99,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9f73sds,10.194.225.14,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 4.18.0-477.15.1.el8_8.x86_64 #1 SMP Fri Jun 2 08:27:19 EDT 2023 x86_64,48000,Givaudan
gvecsl9g03sps,10.70.173.71,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9g32sbs,10.70.173.118,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9g73sds,10.70.173.72,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsl9g92sss,10.70.173.96,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.92.1.el7.x86_64 #1 SMP Thu May 18 11:23:40 UTC 2023 x86_64,48000,Givaudan
gvecsligniotest,10.70.172.109,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 4.18.0-372.26.1.el8_6.x86_64 #1 SMP Sat Aug 27 02:44:20 EDT 2022 x86_64,48000,Givaudan
gvecsligniotest2,10.70.172.110,OK,"9.37 [Build 9.37.528, Feb  1 2023]",UNIX,Linux,Linux 4.18.0-348.20.1.el8_5.x86_64 #1 SMP Tue Mar 8 12:56:54 EST 2022 x86_64,48000,Givaudan
gvecslpoctest12,10.194.215.12,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,Linux,Linux 3.10.0-1160.81.1.el7.x86_64 #1 SMP Thu Nov 24 12:21:22 UTC 2022 x86_64,48000,Givaudan
gvecsm0001dc,10.65.82.51,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0001dd,10.70.164.209,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0001xenw,10.65.110.60,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Standard Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0002dc,10.65.82.52,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Standard Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0003ip,10.70.164.216,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Standard Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0004ip,10.70.164.217,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Standard Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0006dc,10.67.96.1,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0007dc,10.192.64.9,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0010dc,10.195.18.5,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0010dcrt,10.195.18.4,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0010it,10.65.110.5,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0011dc,10.195.18.3,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
